2017-01-10	13812345678	cmcc	www.baidu.com	20	40	200
2017-01-10	13833345678	cmcc	www.baidu.com	20	34	200
2017-01-10	13812445678	cmcc	www.baidu.com	40	40	200
2017-01-10	13812645678	cmcc	www.google.com	看新闻	645	345	200
2017-01-10	13813445678	cmcc	www.163.com	20	40	200
2017-01-10	13812345678	cmcc	www.abc.com	20	345	200
2017-01-10	13812344578	cmcc	apache.org	456	40	200
2017-01-10	13812345678	cmcc	www.baidu.com	20	345	200
2017-01-10	13812344578	cmcc	www.baidu.com	20	40	404
2017-01-10	13812343478	cmcc	cnblogs.com 	234	345	200
2017-01-10	13812345678	cmcc	www.baidu.com	20	40	200
2017-01-10	13812345678	cmcc	www.baidu.com	20	345	500
2017-01-10	13812345378	cmcc	www.baidu.com	看视频	3230	40	200
2017-01-10	13812345678	cmcc	www.baidu.com	20	345	200
2017-01-10	13812345478	cmcc	www.baidu.com	20	40	403
2017-01-10	13812556678	cmcc	www.baidu.com	2340	345	200
2017-01-10	13812342678	cmcc	www.baidu.com	20	345	200
2017-01-10	13812335678	cmcc	www.baidu.com	20	4345	200
2017-01-10	13812445678	cmcc	www.baidu.com	23	345	200
2017-01-10	13812555678	cmcc	www.baidu.com	撸代码	2430	40	200
2017-01-10	13812225678	cmcc	www.baidu.com	20	234	200
2017-01-10	13812345678	cmcc	www.baidu.com	看电影	23420	40	200
2017-01-10	13812345678	cmcc	www.baidu.com	20	4234	200
2017-01-10	13812345678	cmcc	www.baidu.com	234	2340	200
2017-01-10	13812345678	cmcc	www.baidu.com	20	40	200
